,accountingchange,amended,audited,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,changeininventories,commonstock,company_cik,company_symbol,costofrevenue,created_at,crosscalculated,currencycode,dcn,deferredcharges,discontinuedoperations,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,extraordinaryitems,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,inventoriesnet,investmentchangesnet,minorityinterest,name,netchangeincash,netincome,netincomeapplicabletocommon,original,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,period,periodenddate,periodlength,periodlengthcode,preferredstock,preliminary,propertyplantequipmentnet,quarter,receiveddate,researchdevelopmentexpense,restated,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock,updated_at,usdconversionrate,year
3,,False,True,-266300000.0,2910400000.0,3551700000.0,819000000.0,-707200000.0,986700000.0,170000000.0,18600000.0,47100000.0,133700000.0,,0.0,1043604,JNPR,1580100000.0,2015-04-24 01:02:09.940000,False,USD,0001043604-14-000038,,,,618500000.0,,,,3928100000.0,2868600000.0,571700000,123100000.0,,,-409000000.0,500000.0,10-K,1098500000.0,425100000,425100000,False,75300000.0,,,,174000000.0,ann,12/31/2011,12,m,0.0,False,598600000.0,4,2/26/2014,1026800000.0,False,-2972400000.0,1192700000.0,561700000.0,9983800000.0,4439700000.0,1466700000.0,2894600000.0,999000000.0,577400000.0,4448700000,,7089200000.0,,2015-04-24 01:02:09.940000,1,2011
0,,False,True,-216600000.0,1983600000.0,4015800000.0,-2358200000.0,813300000.0,1821400000.0,430600000.0,-204000000.0,-204000000.0,262700000.0,,63900000.0,8670,ADP,7221400000.0,2015-04-24 01:00:10.357000,False,USD,0000008670-14-000015,,13300000.0,-883100000.0,2207800000.0,8000000.0,,,3113800000.0,4985100000.0,2274600000,632300000.0,-6100000.0,,-1355400000.0,,10-K,284500000.0,1515900000,1515900000,True,1640700000.0,20017200000.0,18963400000.0,,660000000.0,ann,6/30/2014,12,m,0.0,False,777400000.0,4,8/8/2014,,False,13632900000.0,2762400000.0,305300000.0,32051700000.0,25833400000.0,23908000000.0,25381500000.0,11500000.0,1800400000.0,12206500000,2173000000.0,6670200000.0,-7750000000.0,2015-04-24 01:00:10.357000,1,2014
1,,False,True,-174600000.0,1699100000.0,1727100000.0,151000000.0,-1578400000.0,1577200000.0,396000000.0,-218200000.0,-218200000.0,125300000.0,,63900000.0,8670,ADP,6638500000.0,2015-04-24 01:00:10.357000,False,USD,0000008670-14-000015,,47700000.0,-805500000.0,1989000000.0,1200000.0,,,3039200000.0,4649100000.0,2076100000,643200000.0,-9100000.0,,-1264000000.0,,10-K,151000000.0,1405800000,1405800000,False,1328600000.0,22892100000.0,22206400000.0,,603100000.0,ann,6/30/2013,12,m,0.0,False,728600000.0,4,8/8/2014,,False,13020300000.0,2617400000.0,168000000.0,32268100000.0,26214500000.0,24732800000.0,26078200000.0,14700000.0,1595300000.0,11287600000,0.0,6189900000.0,-7366600000.0,2015-04-24 01:00:10.357000,1,2013
2,,False,True,-140100000.0,1548100000.0,1578500000.0,-4953900000.0,3243600000.0,1910200000.0,379300000.0,-41700000.0,-41700000.0,144800000.0,,63900000.0,8670,ADP,6203900000.0,2015-04-24 01:00:10.357000,False,USD,0000008670-14-000015,,13300000.0,-739700000.0,1938600000.0,-41200000.0,,,3062000000.0,4391500000.0,2101700000,688300000.0,-7700000.0,,-1151300000.0,,10-K,158700000.0,1388500000,1388500000,False,1001300000.0,22302400000.0,20885200000.0,,585900000.0,ann,6/30/2012,12,m,0.0,False,706300000.0,4,8/8/2014,,False,12438300000.0,2452900000.0,509800000.0,30817400000.0,25272600000.0,23252700000.0,24703400000.0,16800000.0,1391700000.0,10595400000,,6114000000.0,-7104800000.0,2015-04-24 01:00:10.357000,1,2012
3,,False,True,-181900000.0,1389400000.0,26561300000.0,5339200000.0,-7340600000.0,1705800000.0,368200000.0,-137300000.0,-137300000.0,52800000.0,,63900000.0,8670,ADP,5708400000.0,2015-04-24 01:00:10.357000,False,USD,0000008670-13-000015,,9200000.0,-692400000.0,1810000000.0,41700000.0,,,3073600000.0,4124600000.0,1918000000,715700000.0,-8600000.0,,-1465800000.0,,10-K,-253900000.0,1254200000,1254200000,False,1051300000.0,657400000.0,24591100000.0,,556200000.0,ann,6/30/2011,12,m,0.0,False,716200000.0,4,8/19/2013,,False,11803900000.0,2314600000.0,446800000.0,34238300000.0,28583500000.0,26786800000.0,28227900000.0,34200000.0,1364800000.0,9833000000,,6010400000.0,-6714000000.0,2015-04-24 01:00:10.357000,1,2011
0,,False,True,-184738000.0,955145000.0,955145000.0,71058000.0,-215520000.0,631779000.0,86733000.0,,-269113000.0,182242000.0,-158243000.0,0.0,1530721,KORS,1294773000.0,2015-04-24 01:02:14.021000,False,USD,0001193125-14-215187,,,,1008171000.0,-4683000.0,,,14005000.0,2016070000.0,1007647000,48034000.0,-393000.0,426938000.0,-1960000.0,,10-K,482634000.0,661485000,661485000,True,23425000.0,,,,19800000.0,ann,3/29/2014,12,m,,False,350678000.0,4,5/28/2014,,False,1287738000.0,926913000.0,-29706000.0,2216973000.0,1777169000.0,308370000.0,410842000.0,,314055000.0,3310843000,,1806131000.0,-2447000.0,2015-04-24 01:02:14.021000,1,2014
1,,False,True,-121321000.0,472511000.0,472511000.0,150561000.0,-139099000.0,356336000.0,58239000.0,,-165555000.0,168929000.0,-81108000.0,0.0,1530721,KORS,875166000.0,2015-04-24 01:02:14.021000,False,USD,0001193125-14-215187,,,,630014000.0,-1641000.0,,,14005000.0,1306566000.0,627127000,20980000.0,-1524000.0,266894000.0,-9232000.0,,10-K,366157000.0,397602000,397602000,False,18889000.0,,,,7922000.0,ann,3/30/2013,12,m,,False,242113000.0,4,5/28/2014,,False,626253000.0,621536000.0,-41266000.0,1289565000.0,989189000.0,164248000.0,242319000.0,,206454000.0,2181732000,,1047246000.0,0.0,2015-04-24 01:02:14.021000,1,2013
2,,False,True,-88187000.0,106354000.0,106354000.0,58639000.0,-88187000.0,115290000.0,42266000.0,,-132197000.0,61307000.0,-71151000.0,0.0,1530721,KORS,549158000.0,2015-04-24 01:02:14.021000,False,USD,0001193125-14-215187,,,,247682000.0,-453000.0,,,14005000.0,753096000.0,248816000,14146000.0,-1495000.0,187413000.0,0.0,,10-K,85289000.0,147364000,126137000,False,7504000.0,,,,3590000.0,ann,3/31/2012,12,m,,False,170755000.0,4,5/28/2014,,False,228651000.0,464568000.0,-32074000.0,674425000.0,464063000.0,165006000.0,218188000.0,,127226000.0,1302254000,22674000.0,456237000.0,,2015-04-24 01:02:14.021000,1,2012
3,,False,True,-57348000.0,21065000.0,21065000.0,-37726000.0,-57830000.0,110308000.0,28788000.0,,-73526000.0,55448000.0,-50465000.0,0.0,1530721,KORS,357274000.0,2015-04-24 01:02:14.021000,False,USD,0001193125-13-239625,,,,136866000.0,649000.0,,,14005000.0,446065000.0,133219000,15796000.0,-1861000.0,117173000.0,0.0,,10-K,15401000.0,72506000,56877000,False,3022000.0,,,,104868000.0,ann,4/2/2011,12,m,0.0,False,119323000.0,4,5/29/2013,,False,81287000.0,279822000.0,37802000.0,399495000.0,245398000.0,127725000.0,267469000.0,,80081000.0,803339000,12765000.0,125320000.0,,2015-04-24 01:02:14.021000,1,2011
0,,False,True,-75500000.0,1410600000.0,2026400000.0,-239900000.0,-905600000.0,708100000.0,145900000.0,-17300000.0,-80000000.0,376000000.0,,1773100000.0,769397,ADSK,342100000.0,2015-04-24 01:00:10.359000,False,USD,0000769397-15-000012,,,,120700000.0,-5000000.0,,,1456200000.0,2170100000.0,83000000,86500000.0,,,-196100000.0,,10-K,-442400000.0,81800000,81800000,True,167600000.0,,,,291000000.0,ann,1/31/2015,12,m,0.0,False,159200000.0,4,3/18/2015,725200000.0,False,499400000.0,1281300000.0,626300000.0,4913800000.0,2671300000.0,1400100000.0,2694600000.0,747200000.0,458900000.0,2512200000,,2219200000.0,,2015-04-24 01:00:10.359000,1,2015
1,,False,True,-64200000.0,1853000000.0,2267100000.0,-126500000.0,-194000000.0,563500000.0,128900000.0,72300000.0,39600000.0,46400000.0,,1637300000.0,769397,ADSK,274300000.0,2015-04-24 01:00:10.359000,False,USD,0000769397-15-000012,,,,284800000.0,-2200000.0,,,1009900000.0,1999600000.0,279900000,63100000.0,,,64900000.0,,10-K,240800000.0,228800000,228800000,False,148300000.0,,,,311200000.0,ann,1/31/2014,12,m,0.0,False,130300000.0,4,3/18/2015,611100000.0,False,624800000.0,1054400000.0,334700000.0,4595000000.0,2835000000.0,1071500000.0,2333500000.0,746400000.0,423700000.0,2273900000,,2261500000.0,,2015-04-24 01:00:10.359000,1,2014
2,,False,True,-56400000.0,1612200000.0,1954300000.0,541400000.0,-647200000.0,559100000.0,127800000.0,-98100000.0,-95100000.0,85000000.0,,1449800000.0,769397,ADSK,238500000.0,2015-04-24 01:00:10.359000,False,USD,0000769397-15-000012,,,,305900000.0,2000000.0,,,871500000.0,2073700000.0,310000000,76000000.0,,,-300000000.0,,10-K,455300000.0,247400000,247400000,False,159700000.0,,,,288300000.0,ann,1/31/2013,12,m,0.0,False,114900000.0,4,3/18/2015,600000000.0,False,599100000.0,1081800000.0,311700000.0,4308400000.0,2552400000.0,1043700000.0,2265200000.0,745600000.0,495100000.0,2312200000,,2043200000.0,,2015-04-24 01:00:10.359000,1,2013
3,,False,True,-63000000.0,1156900000.0,1411300000.0,-119800000.0,-370300000.0,573500000.0,115500000.0,-71800000.0,-35500000.0,132500000.0,,1365400000.0,769397,ADSK,229100000.0,2015-04-24 01:00:10.359000,False,USD,0000769397-14-000018,,,,355600000.0,-1600000.0,,,682400000.0,1986500000.0,362900000,84600000.0,,,-55100000.0,,10-K,81800000.0,285300000,285300000,False,131800000.0,,,,253900000.0,ann,1/31/2012,12,m,0.0,False,104500000.0,4,3/10/2014,566500000.0,False,511600000.0,1065700000.0,288200000.0,3227800000.0,1895900000.0,954100000.0,1344900000.0,0.0,395100000.0,2215600000,,1882900000.0,,2015-04-24 01:00:10.359000,1,2012
0,,False,True,-910000000.0,580000000.0,587000000.0,-82000000.0,-1086000000.0,1161000000.0,808000000.0,,11000000.0,-30000000.0,,3000000.0,794323,LVLT,3775000000.0,2015-04-24 01:02:16.757000,False,USD,0000794323-15-000003,,,,1013000000.0,-44000000.0,,-53000000.0,7689000000.0,3002000000.0,291000000,1414000000.0,-654000000.0,,,,10-K,-51000000.0,314000000,314000000,True,475000000.0,165000000.0,167000000.0,,765000000.0,ann,12/31/2014,12,m,0.0,False,9860000000.0,4,2/27/2015,,False,-12652000000.0,1181000000.0,847000000.0,20947000000.0,1489000000.0,1914000000.0,14584000000.0,10984000000.0,737000000.0,6777000000,349000000.0,6363000000.0,,2015-04-24 01:02:16.757000,1,2014
1,,False,True,-760000000.0,631000000.0,638000000.0,-294000000.0,-745000000.0,713000000.0,800000000.0,,33000000.0,-126000000.0,,2000000.0,794323,LVLT,3685000000.0,2015-04-24 01:02:16.757000,False,USD,0000794323-15-000003,,,,666000000.0,-22000000.0,,-84000000.0,2577000000.0,2628000000.0,13000000,205000000.0,-649000000.0,,,,10-K,-348000000.0,-109000000,-109000000,False,375000000.0,143000000.0,168000000.0,,780000000.0,ann,12/31/2013,12,m,0.0,False,8240000000.0,4,2/27/2015,,True,-12966000000.0,1162000000.0,822000000.0,12874000000.0,1454000000.0,1446000000.0,11463000000.0,8331000000.0,673000000.0,6313000000,31000000.0,1411000000.0,,2015-04-24 01:02:16.757000,1,2013
2,,False,True,-743000000.0,979000000.0,987000000.0,207000000.0,-725000000.0,578000000.0,749000000.0,,-91000000.0,10000000.0,,2000000.0,794323,LVLT,3851000000.0,2015-04-24 01:02:16.758000,False,USD,0000794323-15-000003,,,,575000000.0,1000000.0,,-160000000.0,2565000000.0,2525000000.0,-214000000,268000000.0,-733000000.0,,,,10-K,61000000.0,-422000000,-422000000,False,398000000.0,141000000.0,136000000.0,,931000000.0,ann,12/31/2012,12,m,0.0,False,8199000000.0,4,2/27/2015,,True,-12857000000.0,1201000000.0,1000000000.0,13307000000.0,1842000000.0,1802000000.0,12136000000.0,8516000000.0,714000000.0,6376000000,216000000.0,1171000000.0,,2015-04-24 01:02:16.758000,1,2012
3,,False,True,-494000000.0,918000000.0,928000000.0,261000000.0,-398000000.0,388000000.0,805000000.0,,-13000000.0,28000000.0,,2000000.0,794323,LVLT,1706000000.0,2015-04-24 01:02:16.758000,False,USD,0000794323-14-000005,,71000000.0,,52000000.0,0.0,,-100000000.0,2541000000.0,2627000000.0,-686000000,358000000.0,-716000000.0,,,,10-K,302000000.0,-756000000,-756000000,False,395000000.0,131000000.0,157000000.0,,1067000000.0,ann,12/31/2011,12,m,0.0,False,8136000000.0,4,2/27/2014,,False,-12435000000.0,1770000000.0,1144000000.0,13188000000.0,1707000000.0,1658000000.0,11995000000.0,8385000000.0,648000000.0,4333000000,65000000.0,1193000000.0,,2015-04-24 01:02:16.758000,1,2011
0,,False,True,-92000000.0,2497000000.0,2500000000.0,-462000000.0,-65000000.0,1209000000.0,134000000.0,-9000000.0,-109000000.0,-103000000.0,,412000000.0,64040,MHFI,,2015-04-24 01:02:16.089000,False,USD,0000064040-15-000004,,178000000.0,-410000000.0,113000000.0,-65000000.0,,,1387000000.0,5051000000.0,54000000,1004000000.0,-59000000.0,,15000000.0,51000000.0,10-K,955000000.0,-115000000,-115000000,True,208000000.0,0.0,402000000.0,,267000000.0,ann,12/31/2014,12,m,,False,206000000.0,4,2/13/2015,,False,6946000000.0,3168000000.0,1222000000.0,6771000000.0,3966000000.0,3967000000.0,5473000000.0,799000000.0,932000000.0,5051000000,,488000000.0,-6849000000.0,2015-04-24 01:02:16.089000,1,2014
1,,False,True,-117000000.0,1542000000.0,1560000000.0,-1743000000.0,-130000000.0,782000000.0,137000000.0,-35000000.0,-302000000.0,-74000000.0,,412000000.0,64040,MHFI,,2015-04-24 01:02:16.090000,False,USD,0000064040-15-000004,,592000000.0,-383000000.0,1358000000.0,0.0,,,1409000000.0,4702000000.0,1299000000,1033000000.0,-59000000.0,,-17000000.0,43000000.0,10-K,782000000.0,1376000000,1376000000,False,429000000.0,97000000.0,456000000.0,,266000000.0,ann,12/31/2013,12,m,,False,249000000.0,4,2/13/2015,,False,7384000000.0,1631000000.0,-684000000.0,6061000000.0,2941000000.0,2372000000.0,3950000000.0,799000000.0,949000000.0,4702000000,,1301000000.0,-6746000000.0,2015-04-24 01:02:16.090000,1,2013
2,,False,True,-96000000.0,760000000.0,761000000.0,-905000000.0,-246000000.0,730000000.0,141000000.0,-250000000.0,-128000000.0,28000000.0,,412000000.0,64040,MHFI,,2015-04-24 01:02:16.090000,False,USD,0000064040-15-000004,,-209000000.0,-1008000000.0,1170000000.0,20000000.0,,,1438000000.0,4270000000.0,1089000000,1081000000.0,-81000000.0,,27000000.0,73000000.0,10-K,-75000000.0,437000000,437000000,False,266000000.0,1940000000.0,1121000000.0,,351000000.0,ann,12/31/2012,12,m,,False,368000000.0,4,2/13/2015,,False,6525000000.0,1578000000.0,238000000.0,7052000000.0,3899000000.0,3667000000.0,5475000000.0,799000000.0,954000000.0,4270000000,457000000.0,767000000.0,-6145000000.0,2015-04-24 01:02:16.090000,1,2012
3,,False,True,-92000000.0,835000000.0,864000000.0,-1660000000.0,-271000000.0,924000000.0,126000000.0,14000000.0,53000000.0,-37000000.0,,412000000.0,64040,MHFI,,2015-04-24 01:02:16.090000,False,USD,0000064040-14-000007,,308000000.0,-296000000.0,1077000000.0,-15000000.0,,,1104000000.0,3954000000.0,1000000000,427000000.0,-77000000.0,,-6000000.0,76000000.0,10-K,-581000000.0,911000000,911000000,False,404000000.0,2508000000.0,1111000000.0,,358000000.0,ann,12/31/2011,12,m,,False,373000000.0,4,2/7/2014,,False,7667000000.0,1377000000.0,-10000000.0,6620000000.0,4312000000.0,3369000000.0,5112000000.0,798000000.0,702000000.0,3954000000,400000000.0,1508000000.0,-6240000000.0,2015-04-24 01:02:16.090000,1,2011
0,,False,True,-163000000.0,273000000.0,273000000.0,-585000000.0,-732000000.0,1093000000.0,573000000.0,-93000000.0,-169000000.0,2000000.0,,32000000.0,1492633,NLSN,2620000000.0,2015-04-24 01:02:20.620000,False,USD,0001564590-15-000780,,0.0,-356000000.0,1089000000.0,-67000000.0,-4000000.0,,7671000000.0,3668000000.0,621000000,4715000000.0,-300000000.0,,-6000000.0,77000000.0,10-K,-291000000.0,384000000,384000000,True,355000000.0,,,,955000000.0,ann,12/31/2014,12,m,,False,533000000.0,4,2/20/2015,,False,-128000000.0,1917000000.0,712000000.0,15376000000.0,2019000000.0,1798000000.0,10320000000.0,6465000000.0,1241000000.0,6288000000,397000000.0,5056000000.0,,2015-04-24 01:02:20.620000,1,2014
1,,False,True,-130000000.0,564000000.0,564000000.0,83000000.0,-687000000.0,901000000.0,521000000.0,-84000000.0,-63000000.0,-42000000.0,,32000000.0,1492633,NLSN,2398000000.0,2015-04-24 01:02:20.620000,False,USD,0001564590-15-000780,,305000000.0,-265000000.0,861000000.0,-21000000.0,2000000.0,,7684000000.0,3305000000.0,520000000,4781000000.0,-309000000.0,,935000000.0,78000000.0,10-K,276000000.0,740000000,740000000,False,256000000.0,,,,832000000.0,ann,12/31/2013,12,m,,False,560000000.0,4,2/20/2015,,False,-512000000.0,1815000000.0,165000000.0,15530000000.0,2134000000.0,1535000000.0,9801000000.0,6492000000.0,1196000000.0,5703000000,148000000.0,5729000000.0,,2015-04-24 01:02:20.620000,1,2013
2,,False,True,-132000000.0,288000000.0,288000000.0,-298000000.0,-522000000.0,784000000.0,520000000.0,-13000000.0,-31000000.0,-161000000.0,,30000000.0,1492633,NLSN,2225000000.0,2015-04-24 01:02:20.620000,False,USD,0001564590-15-000780,,30000000.0,0.0,880000000.0,5000000.0,5000000.0,,7352000000.0,3182000000.0,359000000,4555000000.0,-390000000.0,,-4000000.0,48000000.0,10-K,-31000000.0,273000000,273000000,False,272000000.0,,,,621000000.0,ann,12/31/2012,12,m,,False,560000000.0,4,2/20/2015,,False,-1252000000.0,1724000000.0,512000000.0,14585000000.0,1676000000.0,1751000000.0,9655000000.0,6229000000.0,1110000000.0,5407000000,355000000.0,4930000000.0,,2015-04-24 01:02:20.620000,1,2012
3,,False,True,-177000000.0,319000000.0,319000000.0,-250000000.0,-486000000.0,641000000.0,529000000.0,-71000000.0,-108000000.0,13000000.0,,30000000.0,1492633,NLSN,2188000000.0,2015-04-24 01:02:20.620000,False,USD,0001564590-14-000287,,26000000.0,0.0,726000000.0,-7000000.0,3000000.0,,7155000000.0,3140000000.0,64000000,4561000000.0,-449000000.0,,,8000000.0,10-K,-102000000.0,84000000,84000000,False,316000000.0,,,,556000000.0,ann,12/31/2011,12,m,,False,609000000.0,4,2/21/2014,,False,-1525000000.0,1829000000.0,554000000.0,14504000000.0,1665000000.0,1692000000.0,9871000000.0,6619000000.0,1080000000.0,5328000000,144000000.0,4633000000.0,,2015-04-24 01:02:20.620000,1,2011
0,,False,True,-580000000.0,17769000000.0,38819000000.0,-4068000000.0,-7539000000.0,14921000000.0,2908000000.0,24000000.0,-62000000.0,-100000000.0,57000000.0,21077000000.0,1341439,ORCL,7236000000.0,2015-04-24 01:02:23.545000,False,USD,0001193125-14-251351,,,-2206000000.0,14759000000.0,-158000000.0,,,29652000000.0,31039000000.0,13704000000,6137000000.0,-914000000.0,189000000.0,-3471000000.0,569000000.0,10-K,3156000000.0,10955000000,10955000000,True,2519000000.0,,2785000000.0,,5841000000.0,ann,5/31/2014,12,m,0.0,False,3061000000.0,4,6/26/2014,5151000000.0,False,25965000000.0,8605000000.0,3966000000.0,90344000000.0,48138000000.0,14389000000.0,43466000000.0,22667000000.0,6087000000.0,38275000000,1508000000.0,46878000000.0,,2015-04-24 01:02:23.545000,1,2014
1,,False,True,-650000000.0,14613000000.0,32216000000.0,-8500000000.0,-5956000000.0,14224000000.0,2931000000.0,267000000.0,-354000000.0,-358000000.0,-66000000.0,18893000000.0,1341439,ORCL,7379000000.0,2015-04-24 01:02:23.545000,False,USD,0001193125-14-251351,,,-1464000000.0,14684000000.0,-110000000.0,,,27343000000.0,29801000000.0,13898000000,6640000000.0,-797000000.0,240000000.0,-2001000000.0,497000000.0,10-K,-342000000.0,10925000000,10925000000,False,2318000000.0,,2573000000.0,,5301000000.0,ann,5/31/2013,12,m,0.0,False,3053000000.0,4,6/26/2014,4850000000.0,False,25854000000.0,8134000000.0,3299000000.0,81812000000.0,41692000000.0,12872000000.0,37164000000.0,18494000000.0,6049000000.0,37180000000,0.0,44648000000.0,,2015-04-24 01:02:23.545000,1,2013
2,,False,True,-648000000.0,14955000000.0,30676000000.0,-6099000000.0,-8381000000.0,13743000000.0,2916000000.0,-8000000.0,91000000.0,-174000000.0,150000000.0,17489000000.0,1341439,ORCL,7995000000.0,2015-04-24 01:02:23.545000,False,USD,0001193125-14-251351,,,-1368000000.0,13706000000.0,-471000000.0,,,25119000000.0,29126000000.0,12962000000,7899000000.0,-766000000.0,158000000.0,-3031000000.0,399000000.0,10-K,-1208000000.0,9981000000,9981000000,False,1670000000.0,,2435000000.0,,5328000000.0,ann,5/31/2012,12,m,0.0,False,3021000000.0,4,6/26/2014,4523000000.0,False,26087000000.0,8116000000.0,3762000000.0,78327000000.0,40023000000.0,15388000000.0,34639000000.0,13524000000.0,6377000000.0,37121000000,2950000000.0,43688000000.0,,2015-04-24 01:02:23.545000,1,2012
3,,False,True,-450000000.0,16163000000.0,28848000000.0,516000000.0,-6081000000.0,11214000000.0,2796000000.0,-729000000.0,-743000000.0,15000000.0,-28000000.0,16653000000.0,1341439,ORCL,8398000000.0,2015-04-24 01:02:23.545000,False,USD,0001193125-13-272832,,,-1126000000.0,12033000000.0,600000000.0,,,21553000000.0,27224000000.0,11411000000,7860000000.0,-808000000.0,303000000.0,-3889000000.0,469000000.0,10-K,6249000000.0,8547000000,8547000000,False,1015000000.0,,3426000000.0,,4326000000.0,ann,5/31/2011,12,m,0.0,False,2857000000.0,4,6/26/2013,4519000000.0,False,22581000000.0,7549000000.0,2667000000.0,73535000000.0,39174000000.0,14192000000.0,33759000000.0,14772000000.0,6628000000.0,35622000000,1150000000.0,39776000000.0,,2015-04-24 01:02:23.545000,1,2011
0,,False,True,-104100000.0,779900000.0,779900000.0,577300000.0,-947800000.0,553900000.0,160200000.0,-37000000.0,-131600000.0,44500000.0,-94600000.0,538500000.0,820096,PRGO,2259800000.0,2015-04-24 01:02:23.729000,False,USD,0000820096-13-000011,,0.0,-33000000.0,679100000.0,-5800000.0,,,1174100000.0,1280000000.0,607700000,1157600000.0,,703900000.0,8600000.0,1200000.0,10-K,177600000.0,441900000,441900000,True,80600000.0,,,,213100000.0,ann,6/29/2013,12,m,0.0,False,681500000.0,4,8/15/2013,115200000.0,False,1715900000.0,426300000.0,112000000.0,5351000000.0,2236900000.0,749500000.0,3019400000.0,1927800000.0,658000000.0,3539800000,46200000.0,2331400000.0,,2015-04-24 01:02:23.729000,1,2013
